city,agency,route_id,route_short_name,route_full_name,origin_stop,destination_stop,direction_id,trip_count,stop_count,first_departure,last_departure
Bengaluru (Bangalore),BMTC,6032,201-RB BSKTTMC-BTLQT,Bristol Quarters → Banashankari Bus Station,Bristol Quarters,Banashankari Bus Station,1,1,36,15:30:00,15:30:00
Bengaluru (Bangalore),BMTC,6034,340-A KBS-ADG-HSRKEB,Kempegowda Bus Station → HSR Layout KEB,Kempegowda Bus Station,HSR Layout KEB,0,6,36,06:35:00,18:25:00
Bengaluru (Bangalore),BMTC,6034,340-A KBS-ADG-HSRKEB,HSR Layout KEB → Kempegowda Bus Station,HSR Layout KEB,Kempegowda Bus Station,1,6,30,07:30:00,19:55:00
Bengaluru (Bangalore),BMTC,6036,340-A KBS-ADG-HSR 2nd,Kempegowda Bus Station → HSR Layout 2nd Sector,Kempegowda Bus Station,HSR Layout 2nd Sector,0,7,37,09:05:00,18:15:00
Bengaluru (Bangalore),BMTC,6036,340-A KBS-ADG-HSR 2nd,HSR Layout 2nd Sector → Kempegowda Bus Station,HSR Layout 2nd Sector,Kempegowda Bus Station,1,7,34,08:35:00,17:00:00
Bengaluru (Bangalore),BMTC,6037,HSS-13,CS-National Games Village Gate → CS-Head Start School Kommasandra,CS-National Games Village Gate,CS-Head Start School Kommasandra,0,1,2,06:10:00,06:10:00
Bengaluru (Bangalore),BMTC,6037,HSS-13,CS-Head Start School Kommasandra → CS-National Games Village Gate,CS-Head Start School Kommasandra,CS-National Games Village Gate,1,1,2,14:30:00,14:30:00
Bengaluru (Bangalore),BMTC,6039,HSS-14,CS-Koramangala TTMC → CS-Head Start School Kommasandra,CS-Koramangala TTMC,CS-Head Start School Kommasandra,0,1,2,06:41:00,06:41:00
Bengaluru (Bangalore),BMTC,6039,HSS-14,CS-Head Start School Kommasandra → CS-Koramangala TTMC,CS-Head Start School Kommasandra,CS-Koramangala TTMC,1,1,2,14:30:00,14:30:00
Bengaluru (Bangalore),BMTC,6049,BEL GS-15,CS-Bhattarahalli Bank Of India → CS-BEL Factory,CS-Bhattarahalli Bank Of India,CS-BEL Factory,0,1,2,06:30:00,06:30:00
Bengaluru (Bangalore),BMTC,6049,BEL GS-15,CS-BEL Factory → CS-Bhattarahalli Bank Of India,CS-BEL Factory,CS-Bhattarahalli Bank Of India,1,1,2,17:10:00,17:10:00
Bengaluru (Bangalore),BMTC,6053,316 MDR-HAL ARDC,Mandur → HAL ARDC,Mandur,HAL ARDC,0,1,32,13:35:00,13:35:00
Bengaluru (Bangalore),BMTC,6056,327 KMT-HAL ARDC,HAL ARDC → KR Market,HAL ARDC,KR Market,1,1,18,06:50:00,06:50:00
Bengaluru (Bangalore),BMTC,6058,258-VG,Udakunte → Kempegowda Bus Station,Udakunte,Kempegowda Bus Station,1,1,64,05:30:00,05:30:00
Bengaluru (Bangalore),BMTC,6058,258-VG,Kempegowda Bus Station → Udakunte,Kempegowda Bus Station,Udakunte,0,1,62,07:20:00,07:20:00
Bengaluru (Bangalore),BMTC,6061,258-SB,Thigularapalya (Isuvanahalli) → Kempegowda Bus Station,Thigularapalya (Isuvanahalli),Kempegowda Bus Station,1,1,74,07:30:00,07:30:00
Bengaluru (Bangalore),BMTC,6061,258-SB,Kempegowda Bus Station → Thigularapalya (Isuvanahalli),Kempegowda Bus Station,Thigularapalya (Isuvanahalli),0,1,75,15:55:00,15:55:00
Bengaluru (Bangalore),BMTC,6062,285 BELF-HBLB-DBP,Doddaballapura Bus Stand → BEL Factory,Doddaballapura Bus Stand,BEL Factory,1,1,43,15:00:00,15:00:00
Bengaluru (Bangalore),BMTC,6062,285 BELF-HBLB-DBP,BEL Factory → Doddaballapura Bus Stand,BEL Factory,Doddaballapura Bus Stand,0,1,42,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,6067,258-VD,Kempegowda Bus Station → Kankenahalli,Kempegowda Bus Station,Kankenahalli,0,1,62,15:15:00,15:15:00
Bengaluru (Bangalore),BMTC,6075,V-331A,Shivajinagara Bus Station - Platform 4 → Kadugodi Bus Station,Shivajinagara Bus Station - Platform 4,Kadugodi Bus Station,0,7,42,06:00:00,19:40:00
Bengaluru (Bangalore),BMTC,6075,V-331A,Kadugodi Bus Station → Shivajinagara Bus Station - Platform 4,Kadugodi Bus Station,Shivajinagara Bus Station - Platform 4,1,10,41,07:35:00,21:30:00
Bengaluru (Bangalore),BMTC,6076,V-287A,Shivajinagara Bus Station - Platform 5 → Hebbala,Shivajinagara Bus Station - Platform 5,Hebbala,0,4,17,17:35:00,20:30:00
Bengaluru (Bangalore),BMTC,6076,V-287A,Hebbala → Shivajinagara Bus Station - Platform 5,Hebbala,Shivajinagara Bus Station - Platform 5,1,2,17,07:35:00,10:55:00
Bengaluru (Bangalore),BMTC,6079,253  SBS-HSG,Shivajinagara Bus Station → Hesaraghatta,Shivajinagara Bus Station,Hesaraghatta,0,2,41,10:55:00,14:15:00
Bengaluru (Bangalore),BMTC,6079,253  SBS-HSG,Hesaraghatta → Shivajinagara Bus Station,Hesaraghatta,Shivajinagara Bus Station,1,1,43,16:20:00,16:20:00
Bengaluru (Bangalore),BMTC,6080,BC-7B PSS-NLGH-8thM,Peenya 2nd stage → 8th Mile Dasarahalli,Peenya 2nd stage,8th Mile Dasarahalli,0,8,13,06:20:00,15:30:00
Bengaluru (Bangalore),BMTC,6080,BC-7B PSS-NLGH-8thM,8th Mile Dasarahalli → Peenya 2nd Stage,8th Mile Dasarahalli,Peenya 2nd Stage,1,7,13,12:55:00,21:20:00
Bengaluru (Bangalore),BMTC,6081,258 SNBS-NMG,Shanthinagara Bus Station - Platform 2 → Nelamangala Bus Station,Shanthinagara Bus Station - Platform 2,Nelamangala Bus Station,0,1,47,09:55:00,09:55:00
Bengaluru (Bangalore),BMTC,6088,D48-BYB,Depot-48 Byrathibande → Byrathi Bande,Depot-48 Byrathibande,Byrathi Bande,0,46,3,06:00:00,15:30:00
Bengaluru (Bangalore),BMTC,6088,D48-BYB,Byrathi Bande → Depot-48 Byrathibande,Byrathi Bande,Depot-48 Byrathibande,1,50,3,10:55:00,21:54:00
Bengaluru (Bangalore),BMTC,6094,215-NE ANP11-KMT-VSD,Vidhana Soudha → Anjanapura 11th Block,Vidhana Soudha,Anjanapura 11th Block,1,1,33,10:00:00,10:00:00
Bengaluru (Bangalore),BMTC,6094,215-NE ANP11-KMT-VSD,Anjanapura 11th Block → Vidhana Soudha,Anjanapura 11th Block,Vidhana Soudha,0,1,31,16:00:00,16:00:00
Bengaluru (Bangalore),BMTC,6099,330-G SBS-MRHB-DDNK,Shivajinagara Bus Station → Dodda Nekkundi,Shivajinagara Bus Station,Dodda Nekkundi,0,5,21,09:05:00,16:55:00
Bengaluru (Bangalore),BMTC,6108,INFOSYS-34,CS-Infosys Parking Lot → CS-Hulimavu,CS-Infosys Parking Lot,CS-Hulimavu,1,2,2,16:40:00,16:45:00
Bengaluru (Bangalore),BMTC,6108,INFOSYS-34,CS-Hulimavu → CS-Infosys Parking Lot,CS-Hulimavu,CS-Infosys Parking Lot,0,1,2,08:00:00,08:00:00
Bengaluru (Bangalore),BMTC,6109,INFOSYS-35,CS-Infosys Parking Lot → CS-Devarachikkanahalli,CS-Infosys Parking Lot,CS-Devarachikkanahalli,1,1,2,16:45:00,16:45:00
Bengaluru (Bangalore),BMTC,6109,INFOSYS-35,CS-Devarachikkanahalli → CS-Infosys Parking Lot,CS-Devarachikkanahalli,CS-Infosys Parking Lot,0,1,2,07:50:00,07:50:00
Bengaluru (Bangalore),BMTC,6118,356-M KBS-D32,Kempegowda Bus Station → Depot-32 Suryacity,Kempegowda Bus Station,Depot-32 Suryacity,0,5,43,11:50:00,12:30:00
Bengaluru (Bangalore),BMTC,6118,356-M KBS-D32,Depot-32 Suryacity → Kempegowda Bus Station,Depot-32 Suryacity,Kempegowda Bus Station,1,5,40,14:05:00,14:45:00
Bengaluru (Bangalore),BMTC,6120,Army-01,CS-Uttamasagar Hotel Banasawadi → CS-Army Public School Kamaraja Road,CS-Uttamasagar Hotel Banasawadi,CS-Army Public School Kamaraja Road,0,1,2,06:20:00,06:20:00
Bengaluru (Bangalore),BMTC,6120,Army-01,CS-Army Public School Kamaraja Road → CS-Uttamasagar Hotel Banasawadi,CS-Army Public School Kamaraja Road,CS-Uttamasagar Hotel Banasawadi,1,1,2,14:00:00,14:00:00
Bengaluru (Bangalore),BMTC,6121,BCGHS-11,CS-Depot-24 Gate → CS-Bishop Coton Girls High School,CS-Depot-24 Gate,CS-Bishop Coton Girls High School,0,1,2,07:01:00,07:01:00
Bengaluru (Bangalore),BMTC,6121,BCGHS-11,CS-Bishop Coton Girls High School → CS-Depot-24 Gate,CS-Bishop Coton Girls High School,CS-Depot-24 Gate,1,1,2,15:30:00,15:30:00
Bengaluru (Bangalore),BMTC,6124,144-E D6G-KFC-NRG,Neelasandra Rose Garden → Depot-06 Gate,Neelasandra Rose Garden,Depot-06 Gate,1,3,15,16:15:00,19:35:00
Bengaluru (Bangalore),BMTC,6129,399-F OMS-ANK,Oxford Medical College Yadavanahalli → Anekal,Oxford Medical College Yadavanahalli,Anekal,0,1,19,11:55:00,11:55:00
Bengaluru (Bangalore),BMTC,6129,399-F OMS-ANK,Anekal → Oxford Medical College Yadavanahalli,Anekal,Oxford Medical College Yadavanahalli,1,1,18,12:40:00,12:40:00
Bengaluru (Bangalore),BMTC,6134,501-NH,Nayandahalli Junction → Hebbala Bridge,Nayandahalli Junction,Hebbala Bridge,0,49,27,06:15:00,21:20:00
Bengaluru (Bangalore),BMTC,6134,501-NH,Hebbala Bridge → Nayandahalli Junction,Hebbala Bridge,Nayandahalli Junction,1,49,28,05:15:00,20:05:00
Bengaluru (Bangalore),BMTC,6135,360-S D38G-SMDR,Samanduru → Depot-38 Chikkanagamangala,Samanduru,Depot-38 Chikkanagamangala,1,1,27,18:05:00,18:05:00
Bengaluru (Bangalore),BMTC,6135,360-S D38G-SMDR,Depot-38 Gate → Samanduru,Depot-38 Gate,Samanduru,0,1,27,07:31:00,07:31:00
Bengaluru (Bangalore),BMTC,6136,356-ZA D38G-KDMS,Kempu Dommasandra → Depot-38 Gate,Kempu Dommasandra,Depot-38 Gate,1,1,33,17:35:00,17:35:00
Bengaluru (Bangalore),BMTC,6136,356-ZA D38G-KDMS,Depot-38 Gate → Kempu Dommasandra,Depot-38 Gate,Kempu Dommasandra,0,1,32,07:16:00,07:16:00
Bengaluru (Bangalore),BMTC,6137,258-C KBS-GPLY,Kempegowda Bus Station → Ganapathi Layout(JK Store),Kempegowda Bus Station,Ganapathi Layout(JK Store),0,2,34,06:45:00,17:40:00
Bengaluru (Bangalore),BMTC,6141,501-NH DPJN-HBLB,Hebbala Bridge → Deepanjalinagara,Hebbala Bridge,Deepanjalinagara,1,17,31,09:55:00,21:00:00
Bengaluru (Bangalore),BMTC,6141,501-NH DPJN-HBLB,Deepanjalinagara → Hebbala Bridge,Deepanjalinagara,Hebbala Bridge,0,16,30,05:45:00,17:15:00
Bengaluru (Bangalore),BMTC,6146,500-QD YBS-CSB,Yeshawanthapura Bus Station → Central Silk Board,Yeshawanthapura Bus Station,Central Silk Board,0,2,46,13:20:00,13:50:00
Bengaluru (Bangalore),BMTC,6146,500-QD YBS-CSB,Central Silk Board → Yeshawanthapura Bus Station,Central Silk Board,Yeshawanthapura Bus Station,1,3,46,09:50:00,11:10:00
Bengaluru (Bangalore),BMTC,6148,290 SBS-RSL-TNS,Shivajinagara Bus Station → Thanisandra,Shivajinagara Bus Station,Thanisandra,0,2,23,09:15:00,16:25:00
Bengaluru (Bangalore),BMTC,6149,290-G SBS-RSL-BTP,Shivajinagara Bus Station → Byatarayanapura,Shivajinagara Bus Station,Byatarayanapura,0,2,33,09:45:00,16:55:00
Bengaluru (Bangalore),BMTC,6151,BC-9 KLNB-BTRNP,Kalyananagara Bus Stand → Byatarayanapura,Kalyananagara Bus Stand,Byatarayanapura,0,1,23,07:56:00,07:56:00
Bengaluru (Bangalore),BMTC,6151,BC-9 KLNB-BTRNP,Byatarayanapura → Kalyananagara Bus Stand,Byatarayanapura,Kalyananagara Bus Stand,1,1,22,18:00:00,18:00:00
Bengaluru (Bangalore),BMTC,6152,94-C,Mohankumar Nagara → Shivajinagara Bus Station,Mohankumar Nagara,Shivajinagara Bus Station,1,1,25,20:10:00,20:10:00
Bengaluru (Bangalore),BMTC,6153,94 SBS-VSD-CJP,Chowdeshwarinagara JP Park → Shivajinagara Bus Station,Chowdeshwarinagara JP Park,Shivajinagara Bus Station,1,1,22,08:55:00,08:55:00
Bengaluru (Bangalore),BMTC,6156,211-AC BSK-CNV,Concorde Napa Valley → Banashankari Bus Station,Concorde Napa Valley,Banashankari Bus Station,1,3,36,05:30:00,16:45:00
Bengaluru (Bangalore),BMTC,6156,211-AC BSK-CNV,Banashankari Bus Station → Concorde Napa Valley,Banashankari Bus Station,Concorde Napa Valley,0,3,38,06:30:00,21:30:00
Bengaluru (Bangalore),BMTC,6157,D31G-NBV11,Depot-31 Gate → Nagarabhavi 2nd Stage 11th Block,Depot-31 Gate,Nagarabhavi 2nd Stage 11th Block,0,1,5,06:56:00,06:56:00
Bengaluru (Bangalore),BMTC,6158,D45-MSP,MS Palya → Depot-45 MS Palya,MS Palya,Depot-45 MS Palya,1,3,2,21:09:00,21:39:00
Bengaluru (Bangalore),BMTC,6166,342-H D42-BLH,Depot-42 Gate Departure → Belenus Hospital,Depot-42 Gate Departure,Belenus Hospital,0,1,2,07:16:00,07:16:00
Bengaluru (Bangalore),BMTC,6166,342-H D42-BLH,Belenus Hospital → Depot-42 Gate  Arrival,Belenus Hospital,Depot-42 Gate  Arrival,1,1,2,16:00:00,16:00:00
Bengaluru (Bangalore),BMTC,6168,GGS-03,CS-Genius Global School Kodathi → CS-Belenus Hospital,CS-Genius Global School Kodathi,CS-Belenus Hospital,1,1,2,15:00:00,15:00:00
Bengaluru (Bangalore),BMTC,6168,GGS-03,CS-Belenus Hospital → CS-Genius Global School Kodathi,CS-Belenus Hospital,CS-Genius Global School Kodathi,0,1,2,07:30:00,07:30:00
Bengaluru (Bangalore),BMTC,6169,D36G-KGH,Depot-36 Gate → Kolliganahalli,Depot-36 Gate,Kolliganahalli,0,1,7,08:11:00,08:11:00
Bengaluru (Bangalore),BMTC,6171,241-D BRTN-VSD,Bharath Nagara 2nd Stage → Vidhana Soudha Karnataka High Court,Bharath Nagara 2nd Stage,Vidhana Soudha Karnataka High Court,0,1,24,08:40:00,08:40:00
Bengaluru (Bangalore),BMTC,6179,LHIA-01,CS-The Light House International Academy → CS-Depot-10 Gate,CS-The Light House International Academy,CS-Depot-10 Gate,0,1,2,15:15:00,15:15:00
Bengaluru (Bangalore),BMTC,6179,LHIA-01,CS-Depot-10 Gate → CS-The Light House International Academy,CS-Depot-10 Gate,CS-The Light House International Academy,1,1,2,07:30:00,07:30:00
Bengaluru (Bangalore),BMTC,6180,293-R SBS-LHIA,The Light House International Academy → Shivajinagara Bus Station,The Light House International Academy,Shivajinagara Bus Station,1,1,51,08:35:00,08:35:00
Bengaluru (Bangalore),BMTC,6192,415-B KBS-VSD-VNH,Vishwanath Nagenahalli → Kempegowda Bus Station,Vishwanath Nagenahalli,Kempegowda Bus Station,1,1,23,09:00:00,09:00:00
Bengaluru (Bangalore),BMTC,6198,340-A STJN-HSRKEB,HSR Layout KEB → St Johns Hospital,HSR Layout KEB,St Johns Hospital,1,2,14,15:30:00,15:45:00
Bengaluru (Bangalore),BMTC,6201,HSS-07,CS-Head Start School Kommasandra → CS-Depot-24 Gate,CS-Head Start School Kommasandra,CS-Depot-24 Gate,1,1,2,14:30:00,14:30:00
Bengaluru (Bangalore),BMTC,6201,HSS-07,CS-Depot-24 Gate → CS-Head Start School Kommasandra,CS-Depot-24 Gate,CS-Head Start School Kommasandra,0,1,2,06:11:00,06:11:00
Bengaluru (Bangalore),BMTC,6208,52-E,Yeshawanthapura Railway Station → Brundavana Nagara,Yeshawanthapura Railway Station,Brundavana Nagara,0,2,28,07:30:00,17:45:00
Bengaluru (Bangalore),BMTC,6208,52-E,Brundavana Nagara → Yeshawanthapura Railway Station,Brundavana Nagara,Yeshawanthapura Railway Station,1,2,24,08:45:00,18:50:00
Bengaluru (Bangalore),BMTC,6210,BCGHS-17,CS-Kalyananagara 80 feet Road → CS-Bishop Coton Girls High School,CS-Kalyananagara 80 feet Road,CS-Bishop Coton Girls High School,0,1,2,07:00:00,07:00:00
Bengaluru (Bangalore),BMTC,6210,BCGHS-17,CS-Bishop Coton Girls High School → CS-Kalyananagara 80 feet Road,CS-Bishop Coton Girls High School,CS-Kalyananagara 80 feet Road,1,1,2,15:30:00,15:30:00
Bengaluru (Bangalore),BMTC,6211,302 KLN-SBS,Kalyananagara Bus Stand → Shivajinagara Bus Station,Kalyananagara Bus Stand,Shivajinagara Bus Station,0,1,20,16:35:00,16:35:00
Bengaluru (Bangalore),BMTC,6213,SJS-02,CS-SJS CBSE Gate-2 → CS-Koramangala TTMC,CS-SJS CBSE Gate-2,CS-Koramangala TTMC,1,1,2,15:45:00,15:45:00
Bengaluru (Bangalore),BMTC,6213,SJS-02,CS-Koramangala TTMC → CS-SJS CBSE Gate-2,CS-Koramangala TTMC,CS-SJS CBSE Gate-2,0,1,2,07:31:00,07:31:00
Bengaluru (Bangalore),BMTC,6214,G-3 SJSCBSE-CSB,St Josephs Indian School/ Malya Hospital → Central Silk Board,St Josephs Indian School/ Malya Hospital,Central Silk Board,0,1,18,08:15:00,08:15:00
Bengaluru (Bangalore),BMTC,6215,ADITI-13,CS-Medahalli → CS-Malya Adithi School,CS-Medahalli,CS-Malya Adithi School,0,1,2,06:30:00,06:30:00
Bengaluru (Bangalore),BMTC,6215,ADITI-13,CS-Malya Adithi School → CS-Medahalli,CS-Malya Adithi School,CS-Medahalli,1,1,2,14:45:00,14:45:00
Bengaluru (Bangalore),BMTC,6216,500-QG PTH-HBL-KRPGH,Puttenahalli → KR Pura Market,Puttenahalli,KR Pura Market,0,1,29,15:02:00,15:02:00
Bengaluru (Bangalore),BMTC,6216,500-QG PTH-HBL-KRPGH,KR Pura Bus Stand → Puttenahalli,KR Pura Bus Stand,Puttenahalli,1,2,28,10:35:00,11:25:00
Bengaluru (Bangalore),BMTC,6217,G-9 SBS-MADT,Shivajinagara Bus Station - Platform 9 → Malya Adithi School,Shivajinagara Bus Station - Platform 9,Malya Adithi School,0,1,27,13:00:00,13:00:00
Bengaluru (Bangalore),BMTC,6219,ST BENEDICT-10,CS-St Benidict School → CS-Basavanagara Kengeri,CS-St Benidict School,CS-Basavanagara Kengeri,1,1,2,15:40:00,15:40:00
Bengaluru (Bangalore),BMTC,6229,D44-ANP10BLK,Depot-44 Anjanapura → Anjanapura 10th Block,Depot-44 Anjanapura,Anjanapura 10th Block,0,16,2,06:00:00,15:10:00
Bengaluru (Bangalore),BMTC,6229,D44-ANP10BLK,Anjanapura 10th  Block → Depot-44 Anjanapura,Anjanapura 10th  Block,Depot-44 Anjanapura,1,15,2,12:14:00,21:19:00
Bengaluru (Bangalore),BMTC,6230,500-A BSK-BELF,Banashankari Bus Station - Platform 7 → BEL Factory,Banashankari Bus Station - Platform 7,BEL Factory,0,2,52,14:05:00,14:40:00
Bengaluru (Bangalore),BMTC,6230,500-A BSK-BELF,BEL Factory → Banashankari Bus Station - Platform 7,BEL Factory,Banashankari Bus Station - Platform 7,1,2,50,08:10:00,08:20:00
Bengaluru (Bangalore),BMTC,6231,215-K BWSR-BSK,Beereshwara Nagara → Banashankari Bus Station,Beereshwara Nagara,Banashankari Bus Station,0,1,10,18:25:00,18:25:00
Bengaluru (Bangalore),BMTC,6231,215-K BWSR-BSK,Banashankari Bus Station → Beereshwara Nagara,Banashankari Bus Station,Beereshwara Nagara,1,1,10,06:15:00,06:15:00
Bengaluru (Bangalore),BMTC,6234,500-D BSBI-CSB,Central Silk Board → Bhattarahalli Bank Of India,Central Silk Board,Bhattarahalli Bank Of India,1,1,29,05:25:00,05:25:00
Bengaluru (Bangalore),BMTC,6234,500-D BSBI-CSB,Bhattarahalli Bank Of India → Central Silk Board,Bhattarahalli Bank Of India,Central Silk Board,0,1,28,19:20:00,19:20:00
Bengaluru (Bangalore),BMTC,6235,500-D BELF-CSB,Central Silk Board → BEL Factory,Central Silk Board,BEL Factory,1,1,40,14:55:00,14:55:00
Bengaluru (Bangalore),BMTC,6235,500-D BELF-CSB,BEL Factory → Central Silk Board,BEL Factory,Central Silk Board,0,1,40,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,6237,500-QG KRPGH-BELF,KR Pura Bus Stand → BEL Factory,KR Pura Bus Stand,BEL Factory,0,1,22,15:45:00,15:45:00
Bengaluru (Bangalore),BMTC,6240,399-A CPR-KDG,Kadugodi Bus Station → Chandapura,Kadugodi Bus Station,Chandapura,1,1,32,14:30:00,14:30:00
Bengaluru (Bangalore),BMTC,6240,399-A CPR-KDG,Chandapura → Kadugodi Bus Station,Chandapura,Kadugodi Bus Station,0,1,34,12:20:00,12:20:00
Bengaluru (Bangalore),BMTC,6241,328-H HSK-SJP-CTP,Hosakote Bus Stand (Old) → Chikka Thirupathi,Hosakote Bus Stand (Old),Chikka Thirupathi,0,2,59,05:00:00,05:45:00
Bengaluru (Bangalore),BMTC,6241,328-H HSK-SJP-CTP,Chikka Thirupathi → Hosakote Bus Stand (Old),Chikka Thirupathi,Hosakote Bus Stand (Old),1,2,60,18:35:00,19:05:00
Bengaluru (Bangalore),BMTC,6247,KBS-12HK HSK-CVRNRG,CV Raman Nagara Railway Gate → Hosakote Bus Stand (Old),CV Raman Nagara Railway Gate,Hosakote Bus Stand (Old),1,1,33,18:40:00,18:40:00
Bengaluru (Bangalore),BMTC,6248,314-B KBS-CVRNRG,Kempegowda Bus Station → CV Raman Nagara Railway Gate,Kempegowda Bus Station,CV Raman Nagara Railway Gate,0,1,28,05:40:00,05:40:00
Bengaluru (Bangalore),BMTC,6250,KIA-9H,Kempegowda International Airport → Hebbala Bridge,Kempegowda International Airport,Hebbala Bridge,1,7,16,06:50:00,14:55:00
Bengaluru (Bangalore),BMTC,6250,KIA-9H,Hebbala Bridge → Kempegowda International Airport,Hebbala Bridge,Kempegowda International Airport,0,13,17,09:45:00,20:00:00
Bengaluru (Bangalore),BMTC,6251,500-HG HSK-BELF,Hosakote Bus Stand (Old) → BEL Factory,Hosakote Bus Stand (Old),BEL Factory,0,2,41,15:05:00,15:10:00
Bengaluru (Bangalore),BMTC,6251,500-HG HSK-BELF,BEL Factory → Hosakote Bus Stand (Old),BEL Factory,Hosakote Bus Stand (Old),1,1,41,07:55:00,07:55:00
Bengaluru (Bangalore),BMTC,6252,500-DC D38G-BELF,Depot-38 Gate → BEL Factory,Depot-38 Gate,BEL Factory,0,1,56,14:11:00,14:11:00
Bengaluru (Bangalore),BMTC,6252,500-DC D38G-BELF,BEL Factory → Depot-38 Gate,BEL Factory,Depot-38 Gate,1,1,57,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,6254,D19-ELCT,Depot-19 Electronic City → Electronic City,Depot-19 Electronic City,Electronic City,0,16,2,11:40:00,16:10:00
Bengaluru (Bangalore),BMTC,6255,349-A D38G-HND,Depot-38 Gate → Handenahalli Attibele,Depot-38 Gate,Handenahalli Attibele,0,1,11,14:56:00,14:56:00
Bengaluru (Bangalore),BMTC,6256,354-A STH-D38G,Shettyhalli Anekal Road → Depot-38 Gate,Shettyhalli Anekal Road,Depot-38 Gate,0,1,12,11:05:00,11:05:00
Bengaluru (Bangalore),BMTC,6264,G-3 ELCW-CSB,Electronic City Wipro Main Gate → Central Silk Board,Electronic City Wipro Main Gate,Central Silk Board,0,1,21,11:35:00,11:35:00
Bengaluru (Bangalore),BMTC,6264,G-3 ELCW-CSB,Central Silk Board → Electronic City Wipro Main Gate,Central Silk Board,Electronic City Wipro Main Gate,1,1,17,15:35:00,15:35:00
Bengaluru (Bangalore),BMTC,6267,286-F KBS-VSD-KNP,K Narayanapura Main Bus Stand → Kempegowda Bus Station,K Narayanapura Main Bus Stand,Kempegowda Bus Station,1,1,27,08:40:00,08:40:00
Bengaluru (Bangalore),BMTC,6268,300-MV SBS-SMVT,Sir M Visvesvaraya Terminal → Shivajinagara Bus Station,Sir M Visvesvaraya Terminal,Shivajinagara Bus Station,1,5,11,11:45:00,17:50:00
Bengaluru (Bangalore),BMTC,6269,289-F YHKOT-MRC,Yelahanka Old Town → Maralakunte Colony,Yelahanka Old Town,Maralakunte Colony,0,1,22,16:30:00,16:30:00
Bengaluru (Bangalore),BMTC,6269,289-F YHKOT-MRC,Maralakunte Colony → Yelahanka Old Town,Maralakunte Colony,Yelahanka Old Town,1,2,22,07:30:00,17:15:00
Bengaluru (Bangalore),BMTC,6270,298-A KMT-AGO-UNV,KR Market → Uganawadi,KR Market,Uganawadi,0,1,45,20:45:00,20:45:00
Bengaluru (Bangalore),BMTC,6271,298-C KMT-AGO-KLP,KR Market → Kempalingapura,KR Market,Kempalingapura,0,2,48,06:15:00,19:30:00
Bengaluru (Bangalore),BMTC,6272,298-ME KMT-AGO-NLR,KR Market → Neeleri,KR Market,Neeleri,0,2,56,07:15:00,20:15:00
Bengaluru (Bangalore),BMTC,6275,276-E,Vidyaranyapura Bus Station → KR Market,Vidyaranyapura Bus Station,KR Market,1,10,33,08:35:00,19:35:00
Bengaluru (Bangalore),BMTC,6275,276-E,KR Market → Vidyaranyapura Bus Station,KR Market,Vidyaranyapura Bus Station,0,11,34,07:15:00,21:00:00
Bengaluru (Bangalore),BMTC,6279,500-QA YTTMC-GGP-KRPGH,KR Pura Bus Stand → Yeshawanthapura Bus Station,KR Pura Bus Stand,Yeshawanthapura Bus Station,1,1,31,03:30:00,03:30:00
Bengaluru (Bangalore),BMTC,6281,500-QA,KR Pura Metro Station → Goraguntepalya,KR Pura Metro Station,Goraguntepalya,1,6,27,19:30:00,22:35:00
Bengaluru (Bangalore),BMTC,6281,500-QA,Goraguntepalya → KR Pura Metro Station,Goraguntepalya,KR Pura Metro Station,0,6,27,20:35:00,23:30:00
Bengaluru (Bangalore),BMTC,6283,KIA-8EW,Kempegowda International Airport → Electronic City Wipro Main Gate,Kempegowda International Airport,Electronic City Wipro Main Gate,1,10,46,02:10:00,12:40:00
Bengaluru (Bangalore),BMTC,6283,KIA-8EW,Electronic City Wipro Main Gate → Kempegowda International Airport,Electronic City Wipro Main Gate,Kempegowda International Airport,0,5,42,12:10:00,16:50:00
Bengaluru (Bangalore),BMTC,6287,BEML A-21,CS-Vidyaranyapura Bus Station → CS-BEML Factory,CS-Vidyaranyapura Bus Station,CS-BEML Factory,0,1,2,05:45:00,05:45:00
Bengaluru (Bangalore),BMTC,6287,BEML A-21,CS-BEML Factory → CS-Vidyaranyapura Bus Station,CS-BEML Factory,CS-Vidyaranyapura Bus Station,1,1,2,15:15:00,15:15:00
Bengaluru (Bangalore),BMTC,6296,D9-SRS-ISRQ,ISRO Quarters Jalahalli → Depot-9,ISRO Quarters Jalahalli,Depot-9,1,1,7,18:20:00,18:20:00
