city,agency,route_id,route_short_name,route_full_name,origin_stop,destination_stop,direction_id,trip_count,stop_count,first_departure,last_departure
Bengaluru (Bangalore),BMTC,5721,215-NE ANP11-MNRV-VSD,Vidhana Soudha → Anjanapura 11th Block,Vidhana Soudha,Anjanapura 11th Block,1,1,33,17:45:00,17:45:00
Bengaluru (Bangalore),BMTC,5725,258-CB NMG-BEL LT,Nelamangala Bus Station → BEL Layout Dasanapura,Nelamangala Bus Station,BEL Layout Dasanapura,0,2,8,08:45:00,15:45:00
Bengaluru (Bangalore),BMTC,5725,258-CB NMG-BEL LT,BEL Layout Dasanapura → Nelamangala Bus Station,BEL Layout Dasanapura,Nelamangala Bus Station,1,2,7,09:05:00,16:40:00
Bengaluru (Bangalore),BMTC,5731,240-H KMT-LDH,Lingadeeranahalli → KR Market (Kalasipalya),Lingadeeranahalli,KR Market (Kalasipalya),1,1,29,08:10:00,08:10:00
Bengaluru (Bangalore),BMTC,5735,SNBS-VIDYA,Shanthinagara Bus Station - Platform 1 → Shri Vidhyanagara,Shanthinagara Bus Station - Platform 1,Shri Vidhyanagara,0,1,17,17:45:00,17:45:00
Bengaluru (Bangalore),BMTC,5743,15-A PPLO-UTH-KMT,KR Market (Kalasipalya) → Poornaprajna Layout,KR Market (Kalasipalya),Poornaprajna Layout,1,2,23,10:25:00,17:30:00
Bengaluru (Bangalore),BMTC,5747,242-B SNBS-TVK (Calla Bus),Shanthinagara Bus Station - Platform 2 → Tavarekere,Shanthinagara Bus Station - Platform 2,Tavarekere,0,1,38,17:40:00,17:40:00
Bengaluru (Bangalore),BMTC,5749,234 BEML5-MGH,Manganahalli → BEML Layout 5th Stage,Manganahalli,BEML Layout 5th Stage,1,1,24,11:20:00,11:20:00
Bengaluru (Bangalore),BMTC,5755,223-D RRMC-DBT,RR Medical College → Dodda Basti,RR Medical College,Dodda Basti,0,6,19,06:45:00,14:15:00
Bengaluru (Bangalore),BMTC,5765,271-T SNBS-JGA,Shanthinagara Bus Station - Platform 2 → Janapriya Greenwood Apartment,Shanthinagara Bus Station - Platform 2,Janapriya Greenwood Apartment,0,1,37,08:00:00,08:00:00
Bengaluru (Bangalore),BMTC,5765,271-T SNBS-JGA,Janapriya Greenwood Apartment → Shanthinagara Bus Station - Platform 2,Janapriya Greenwood Apartment,Shanthinagara Bus Station - Platform 2,1,1,38,06:40:00,06:40:00
Bengaluru (Bangalore),BMTC,5774,ST BEN-10,CS-SDM Hospital Anchepalya → CS-St Benidict School,CS-SDM Hospital Anchepalya,CS-St Benidict School,0,1,2,07:50:00,07:50:00
Bengaluru (Bangalore),BMTC,5778,D41-D41G,Depot-41 Gunjuru → Depot-41 Gate,Depot-41 Gunjuru,Depot-41 Gate,0,53,2,06:00:00,19:30:00
Bengaluru (Bangalore),BMTC,5778,D41-D41G,Depot-41 Gate → Depot-41 Gunjuru,Depot-41 Gate,Depot-41 Gunjuru,1,65,2,05:59:00,21:44:00
Bengaluru (Bangalore),BMTC,5780,KBS-1K KBS-D41G,Kempegowda Bus Station → Depot-41 Gate,Kempegowda Bus Station,Depot-41 Gate,0,11,38,05:30:00,20:00:00
Bengaluru (Bangalore),BMTC,5780,KBS-1K KBS-D41G,Depot-41 Gate → Kempegowda Bus Station,Depot-41 Gate,Kempegowda Bus Station,1,8,35,07:01:00,18:31:00
Bengaluru (Bangalore),BMTC,5782,SBS-1K SBS-D41G,Shivajinagara Bus Station → Depot-41 Gate,Shivajinagara Bus Station,Depot-41 Gate,0,1,34,11:20:00,11:20:00
Bengaluru (Bangalore),BMTC,5782,SBS-1K SBS-D41G,Depot-41 Gate → Shivajinagara Bus Station,Depot-41 Gate,Shivajinagara Bus Station,1,2,35,07:36:00,14:22:00
Bengaluru (Bangalore),BMTC,5784,328-H D41G-HSS,Depot-41 Gate → Head Start School Kommasandra,Depot-41 Gate,Head Start School Kommasandra,0,2,13,13:46:00,13:51:00
Bengaluru (Bangalore),BMTC,5786,HSS-09,CS-Wilson Garden 10th Cross → CS-Head Start School Kommasandra,CS-Wilson Garden 10th Cross,CS-Head Start School Kommasandra,0,1,2,06:10:00,06:10:00
Bengaluru (Bangalore),BMTC,5786,HSS-09,CS-Head Start School Kommasandra → CS-Wilson Garden 10th Cross,CS-Head Start School Kommasandra,CS-Wilson Garden 10th Cross,1,2,2,14:20:00,14:30:00
Bengaluru (Bangalore),BMTC,5787,SBS-13K SBS-D41G,Shivajinagara Bus Station → Depot-41 Gate,Shivajinagara Bus Station,Depot-41 Gate,0,1,42,10:20:00,10:20:00
Bengaluru (Bangalore),BMTC,5794,323 KMT-HAL-D41G,KR Market → Depot-41 Gate,KR Market,Depot-41 Gate,0,5,35,09:00:00,11:00:00
Bengaluru (Bangalore),BMTC,5794,323 KMT-HAL-D41G,Depot-41 Gate → KR Market,Depot-41 Gate,KR Market,1,4,34,13:16:00,15:32:00
Bengaluru (Bangalore),BMTC,5795,323-AK KBS-D41G,Kempegowda Bus Station → Depot-41 Gate,Kempegowda Bus Station,Depot-41 Gate,0,8,38,10:20:00,18:40:00
Bengaluru (Bangalore),BMTC,5795,323-AK KBS-D41G,Depot-41 Gate → Kempegowda Bus Station,Depot-41 Gate,Kempegowda Bus Station,1,3,35,08:01:00,14:21:00
Bengaluru (Bangalore),BMTC,5796,328-H ATB-D41G,Depot-41 Gate → Attibele Bus Stand,Depot-41 Gate,Attibele Bus Stand,1,1,31,08:31:00,08:31:00
Bengaluru (Bangalore),BMTC,5797,323-F D41G-NRG,Depot-41 Gate → Nerige,Depot-41 Gate,Nerige,0,1,5,13:21:00,13:21:00
Bengaluru (Bangalore),BMTC,5798,323-G D41G-RMN,Ramanayakanahalli → Depot-41 Gate,Ramanayakanahalli,Depot-41 Gate,1,1,5,11:05:00,11:05:00
Bengaluru (Bangalore),BMTC,5799,327-E D41G-BGH,Depot-41 Gate → Bhoganahalli,Depot-41 Gate,Bhoganahalli,0,2,8,08:01:00,08:21:00
Bengaluru (Bangalore),BMTC,5799,327-E D41G-BGH,Bhoganahalli → Depot-41 Gate,Bhoganahalli,Depot-41 Gate,1,2,8,17:45:00,18:10:00
Bengaluru (Bangalore),BMTC,5801,314-H,Malleshpalya New Bus Station(Vignananagar) → Kempegowda Bus Station,Malleshpalya New Bus Station(Vignananagar),Kempegowda Bus Station,1,10,25,05:40:00,20:15:00
Bengaluru (Bangalore),BMTC,5801,314-H,Kempegowda Bus Station → Malleshpalya New Bus Station(Vignananagar),Kempegowda Bus Station,Malleshpalya New Bus Station(Vignananagar),0,9,26,06:35:00,21:30:00
Bengaluru (Bangalore),BMTC,5803,D47-D47G,Depot-47 Manduru → Depot-47 Gate,Depot-47 Manduru,Depot-47 Gate,0,6,2,06:45:00,12:50:00
Bengaluru (Bangalore),BMTC,5803,D47-D47G,Depot-47 Gate → Depot-47 Manduru,Depot-47 Gate,Depot-47 Manduru,1,5,2,11:04:00,18:59:00
Bengaluru (Bangalore),BMTC,5807,328-H HSK-D41G,Hosakote Bus Stand (Old) → Depot-41 Gate,Hosakote Bus Stand (Old),Depot-41 Gate,0,4,35,09:40:00,17:05:00
Bengaluru (Bangalore),BMTC,5810,375-D KGR-BEML5,Kengeri Bus Station → BEML Layout 5th stage,Kengeri Bus Station,BEML Layout 5th stage,0,16,11,10:55:00,21:35:00
Bengaluru (Bangalore),BMTC,5810,375-D KGR-BEML5,BEML Layout 5th Stage → Kengeri Bus Station,BEML Layout 5th Stage,Kengeri Bus Station,1,15,12,06:01:00,15:36:00
Bengaluru (Bangalore),BMTC,5818,D41G-CKTP,Depot-41 Gate → Chikka Thirupathi,Depot-41 Gate,Chikka Thirupathi,0,1,15,13:16:00,13:16:00
Bengaluru (Bangalore),BMTC,5819,319-G KBS-TNF-D41G,Depot-41 Gate → Kempegowda Bus Station,Depot-41 Gate,Kempegowda Bus Station,1,1,48,14:11:00,14:11:00
Bengaluru (Bangalore),BMTC,5821,378 D12G-ELC,Electronic City 378 → Depot-12 Gate,Electronic City 378,Depot-12 Gate,1,10,59,10:35:00,19:50:00
Bengaluru (Bangalore),BMTC,5824,500-A MRH-JKLO,Kalamandira Marathahalli Bridge → Jakkur Layout,Kalamandira Marathahalli Bridge,Jakkur Layout,0,1,30,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,5825,SJBHS-8,CS-St Joseph Boys High School Musuem Road → CS-Banashankari,CS-St Joseph Boys High School Musuem Road,CS-Banashankari,1,1,2,15:45:00,15:45:00
Bengaluru (Bangalore),BMTC,5825,SJBHS-8,CS-Banashankari → CS-St Joseph Boys High School Musuem Road,CS-Banashankari,CS-St Joseph Boys High School Musuem Road,0,1,2,06:41:00,06:41:00
Bengaluru (Bangalore),BMTC,5827,D35G-JPT,Janapriya Township → Depot-35 Gate,Janapriya Township,Depot-35 Gate,1,23,7,10:55:00,21:35:00
Bengaluru (Bangalore),BMTC,5827,D35G-JPT,Depot-35 Gate → Janapriya Township,Depot-35 Gate,Janapriya Township,0,25,7,06:11:00,15:26:00
Bengaluru (Bangalore),BMTC,5828,BC-7H,Herohalli Cross → 8th Mile Dasarahalli,Herohalli Cross,8th Mile Dasarahalli,1,60,22,06:10:00,22:20:00
Bengaluru (Bangalore),BMTC,5828,BC-7H,8th Mile Dasarahalli → Herohalli Cross,8th Mile Dasarahalli,Herohalli Cross,0,70,22,05:35:00,22:20:00
Bengaluru (Bangalore),BMTC,5830,G-2 MH-SNBS,Shanthinagara Bus Station - Platform 2 → Mayohall,Shanthinagara Bus Station - Platform 2,Mayohall,1,3,6,06:05:00,06:35:00
Bengaluru (Bangalore),BMTC,5830,G-2 MH-SNBS,Mayohall → Shanthinagara Bus Station - Platform 2,Mayohall,Shanthinagara Bus Station - Platform 2,0,4,6,10:50:00,21:45:00
Bengaluru (Bangalore),BMTC,5831,MF-6 JBN-SVMS,Swamy Vivekananda Metro Station/Isolation Hospital → Jeevanbheema Nagara,Swamy Vivekananda Metro Station/Isolation Hospital,Jeevanbheema Nagara,1,3,8,13:40:00,13:55:00
Bengaluru (Bangalore),BMTC,5831,MF-6 JBN-SVMS,Jeevanbheema Nagara → Swamy Vivekananda Metro Station/Isolation Hospital,Jeevanbheema Nagara,Swamy Vivekananda Metro Station/Isolation Hospital,0,1,8,13:25:00,13:25:00
Bengaluru (Bangalore),BMTC,5834,34-C SBS-PMLO,Shivajinagara Bus Station - Platform 10 → Pramod Layout,Shivajinagara Bus Station - Platform 10,Pramod Layout,0,1,24,10:55:00,10:55:00
Bengaluru (Bangalore),BMTC,5834,34-C SBS-PMLO,Pramod Layout → Shivajinagara Bus Station - Platform 10,Pramod Layout,Shivajinagara Bus Station - Platform 10,1,2,25,11:55:00,16:30:00
Bengaluru (Bangalore),BMTC,5838,JNSVS-4,CS-Jnanakshi Vidyaniketan School → CS-Jnanakshi Vidyaniketan School,CS-Jnanakshi Vidyaniketan School,CS-Jnanakshi Vidyaniketan School,0,2,2,06:45:00,14:50:00
Bengaluru (Bangalore),BMTC,5839,225-K JNKLO-BHELMT,Jnanakshi Layout → BHEL Layout Maramma Temple,Jnanakshi Layout,BHEL Layout Maramma Temple,0,1,7,07:50:00,07:50:00
Bengaluru (Bangalore),BMTC,5839,225-K JNKLO-BHELMT,BHEL Layout Maramma Temple → Jnanakshi Layout,BHEL Layout Maramma Temple,Jnanakshi Layout,1,1,7,14:15:00,14:15:00
Bengaluru (Bangalore),BMTC,5841,45-K,Sapthagiri Badavane → KR Market (Kalasipalya),Sapthagiri Badavane,KR Market (Kalasipalya),1,12,17,08:15:00,19:45:00
Bengaluru (Bangalore),BMTC,5841,45-K,KR Market (Kalasipalya) → Sapthagiri Badavane,KR Market (Kalasipalya),Sapthagiri Badavane,0,12,18,07:20:00,18:45:00
Bengaluru (Bangalore),BMTC,5846,306-A KMT-HLG,KR Market → Huralagere,KR Market,Huralagere,0,1,52,06:05:00,06:05:00
Bengaluru (Bangalore),BMTC,5846,306-A KMT-HLG,Huralagere → KR Market,Huralagere,KR Market,1,1,51,08:15:00,08:15:00
Bengaluru (Bangalore),BMTC,5848,301-A KMT-NRIL,N R I Layout → KR Market,N R I Layout,KR Market,1,1,28,08:50:00,08:50:00
Bengaluru (Bangalore),BMTC,5849,301-A VSD-NRIL,Vidhana Soudha Karnataka High Court → N R I Layout,Vidhana Soudha Karnataka High Court,N R I Layout,0,1,27,17:45:00,17:45:00
Bengaluru (Bangalore),BMTC,5851,MF-7 KLN-KNG,Kanakagiri Horamavu → Kalyananagara Bus Stand,Kanakagiri Horamavu,Kalyananagara Bus Stand,1,1,12,18:00:00,18:00:00
Bengaluru (Bangalore),BMTC,5851,MF-7 KLN-KNG,Kalyananagara Bus Stand → Kanakagiri Horamavu,Kalyananagara Bus Stand,Kanakagiri Horamavu,0,1,13,07:42:00,07:42:00
Bengaluru (Bangalore),BMTC,5852,507-DY D10G-KRPGH,Depot-10 Gate → KR Pura Market,Depot-10 Gate,KR Pura Market,0,1,16,14:46:00,14:46:00
Bengaluru (Bangalore),BMTC,5854,500-DP DNK-GGP,Dodda Nekkundi → Goraguntepalya,Dodda Nekkundi,Goraguntepalya,0,1,33,10:55:00,10:55:00
Bengaluru (Bangalore),BMTC,5855,317-DP D24G-DNP,Depot-24 Gate → Dandupalya,Depot-24 Gate,Dandupalya,0,1,24,07:06:00,07:06:00
Bengaluru (Bangalore),BMTC,5855,317-DP D24G-DNP,Dandupalya → Depot-24 Gate,Dandupalya,Depot-24 Gate,1,1,26,17:50:00,17:50:00
Bengaluru (Bangalore),BMTC,5856,317-G VSD-SBS-HSK,Vidhana Soudha Karnataka High Court → Hosakote Bus Stand (Old),Vidhana Soudha Karnataka High Court,Hosakote Bus Stand (Old),0,1,36,10:30:00,10:30:00
Bengaluru (Bangalore),BMTC,5859,BEML5-CKGP,Chikkegowdanapalya → BEML Layout 5th stage,Chikkegowdanapalya,BEML Layout 5th stage,1,1,11,19:00:00,19:00:00
Bengaluru (Bangalore),BMTC,5859,BEML5-CKGP,BEML Layout 5th stage → Chikkegowdanapalya,BEML Layout 5th stage,Chikkegowdanapalya,0,4,10,08:11:00,14:31:00
Bengaluru (Bangalore),BMTC,5862,BTP-3,CS-Swamy Vivekanada Metro Station → CS-Bagmane Tech Park,CS-Swamy Vivekanada Metro Station,CS-Bagmane Tech Park,0,5,2,08:20:00,11:20:00
Bengaluru (Bangalore),BMTC,5862,BTP-3,CS-Bagmane Tech Park → CS-Swamy Vivekanada Metro Station,CS-Bagmane Tech Park,CS-Swamy Vivekanada Metro Station,1,5,2,16:20:00,19:20:00
Bengaluru (Bangalore),BMTC,5866,301-T D24G-TCP-BCRB,Depot-24 Gate → B Channasandra Bridge(Ramamurthy Nagara Ring Road),Depot-24 Gate,B Channasandra Bridge(Ramamurthy Nagara Ring Road),0,1,18,16:10:00,16:10:00
Bengaluru (Bangalore),BMTC,5866,301-T D24G-TCP-BCRB,B Channasandra Bridge(Ramamurthy Nagara Ring Road) → Depot-24 Gate,B Channasandra Bridge(Ramamurthy Nagara Ring Road),Depot-24 Gate,1,1,18,16:55:00,16:55:00
Bengaluru (Bangalore),BMTC,5886,328-H ATB-SVMS,Attibele Bus Stand → Sapthagiri Vidya Mandir Opp Carmelaram Station,Attibele Bus Stand,Sapthagiri Vidya Mandir Opp Carmelaram Station,0,2,33,12:45:00,13:00:00
Bengaluru (Bangalore),BMTC,5890,281-AP KBS-KIA,Kempegowda International Airport → Kempegowda Bus Station,Kempegowda International Airport,Kempegowda Bus Station,1,6,37,11:40:00,14:05:00
Bengaluru (Bangalore),BMTC,5890,281-AP KBS-KIA,Kempegowda Bus Station → Kempegowda International Airport,Kempegowda Bus Station,Kempegowda International Airport,0,6,39,13:40:00,17:00:00
Bengaluru (Bangalore),BMTC,5903,378 BEML5-ELC,Electronic City 378 → BEML Layout 5th stage,Electronic City 378,BEML Layout 5th stage,1,7,50,12:00:00,20:05:00
Bengaluru (Bangalore),BMTC,5903,378 BEML5-ELC,BEML Layout 5th stage → Electronic City 378,BEML Layout 5th stage,Electronic City 378,0,1,48,15:31:00,15:31:00
Bengaluru (Bangalore),BMTC,5907,D51-KDG,Kadugodi Bus Station → Depot-51 Sadaramangala Arrival,Kadugodi Bus Station,Depot-51 Sadaramangala Arrival,1,25,11,10:40:00,19:20:00
Bengaluru (Bangalore),BMTC,5907,D51-KDG,Depot-51 Sadaramangala Departure → Kadugodi Bus Station,Depot-51 Sadaramangala Departure,Kadugodi Bus Station,0,28,16,07:41:00,15:42:00
Bengaluru (Bangalore),BMTC,5925,CLO-GDHL,Gangondanahalli Masjid → Chandra Layout,Gangondanahalli Masjid,Chandra Layout,1,1,3,21:10:00,21:10:00
Bengaluru (Bangalore),BMTC,5925,CLO-GDHL,Chandra Layout → Gangondanahalli Masjid,Chandra Layout,Gangondanahalli Masjid,0,1,3,13:35:00,13:35:00
Bengaluru (Bangalore),BMTC,5928,D51G-KDG,Kadugodi Bus Station → Depot-51 Sadaramangala Arrival,Kadugodi Bus Station,Depot-51 Sadaramangala Arrival,1,13,12,11:20:00,19:05:00
Bengaluru (Bangalore),BMTC,5928,D51G-KDG,Depot-51 Sadaramangala Departure → Kadugodi Bus Station,Depot-51 Sadaramangala Departure,Kadugodi Bus Station,0,19,16,07:06:00,15:26:00
Bengaluru (Bangalore),BMTC,5933,298-ME KMT-NLR,Neeleri → KR Market,Neeleri,KR Market,1,1,58,05:35:00,05:35:00
Bengaluru (Bangalore),BMTC,5934,298-ME YHK-NLR,Neeleri → Yelahanka Old Town,Neeleri,Yelahanka Old Town,1,1,37,09:00:00,09:00:00
Bengaluru (Bangalore),BMTC,5940,K-2 HBL-CLO,Hebbala → Chandra Layout,Hebbala,Chandra Layout,0,5,30,10:45:00,12:10:00
Bengaluru (Bangalore),BMTC,5941,D51-D51G,Depot-51 Sadaramangala Arrival → Depot-51 Sadaramangala,Depot-51 Sadaramangala Arrival,Depot-51 Sadaramangala,1,46,2,10:54:00,19:34:00
Bengaluru (Bangalore),BMTC,5941,D51-D51G,Depot-51 Sadaramangala → Depot-51 Sadaramangala Departure,Depot-51 Sadaramangala,Depot-51 Sadaramangala Departure,0,38,2,07:05:00,15:40:00
Bengaluru (Bangalore),BMTC,5942,298-M DVH-VSD-KBS,Devanahalli Old Bus Stand → Kempegowda Bus Station,Devanahalli Old Bus Stand,Kempegowda Bus Station,0,1,52,08:15:00,08:15:00
Bengaluru (Bangalore),BMTC,5947,399 KDG-MVM,Mahathma Vidhyalaya Muttanalluru → Kadugodi Bus Station,Mahathma Vidhyalaya Muttanalluru,Kadugodi Bus Station,1,1,30,08:20:00,08:20:00
Bengaluru (Bangalore),BMTC,5947,399 KDG-MVM,Kadugodi Bus Station → Mahathma Vidhyalaya Muttanalluru,Kadugodi Bus Station,Mahathma Vidhyalaya Muttanalluru,0,1,30,13:30:00,13:30:00
Bengaluru (Bangalore),BMTC,5948,KBS-1K KBS-VSD-D41G,Depot-41 Gate → Kempegowda Bus Station,Depot-41 Gate,Kempegowda Bus Station,1,1,39,08:31:00,08:31:00
Bengaluru (Bangalore),BMTC,5949,D38G-HRL,Depot-38 Gate → Haraluru,Depot-38 Gate,Haraluru,0,1,17,07:46:00,07:46:00
Bengaluru (Bangalore),BMTC,5950,347-B,Kempegowda Bus Station → Haraluru,Kempegowda Bus Station,Haraluru,0,1,32,15:15:00,15:15:00
Bengaluru (Bangalore),BMTC,5950,347-B,Haraluru → Kempegowda Bus Station,Haraluru,Kempegowda Bus Station,1,2,27,08:25:00,16:35:00
Bengaluru (Bangalore),BMTC,5953,Vivek_Test14,Magadi Road 10th Cross → Lingadhiranahalli 10th Cross,Magadi Road 10th Cross,Lingadhiranahalli 10th Cross,1,10,2,00:04:00,23:50:00
Bengaluru (Bangalore),BMTC,5953,Vivek_Test14,Lingadhiranahalli 10th Cross → Magadi Road 10th Cross,Lingadhiranahalli 10th Cross,Magadi Road 10th Cross,0,11,2,00:32:00,21:00:00
Bengaluru (Bangalore),BMTC,5957,213-FA,Kodipalya → KR Market (Kalasipalya),Kodipalya,KR Market (Kalasipalya),1,2,64,05:30:00,18:20:00
Bengaluru (Bangalore),BMTC,5957,213-FA,KR Market (Kalasipalya) → Kodipalya,KR Market (Kalasipalya),Kodipalya,0,2,66,07:05:00,20:00:00
Bengaluru (Bangalore),BMTC,5958,STJHS-1,CS-St Johns High School Thomas Cafe → CS-Depot-10 Gate,CS-St Johns High School Thomas Cafe,CS-Depot-10 Gate,1,1,2,14:50:00,14:50:00
Bengaluru (Bangalore),BMTC,5958,STJHS-1,CS-Depot-10 Gate → CS-St Johns High School Thomas Cafe,CS-Depot-10 Gate,CS-St Johns High School Thomas Cafe,0,1,2,07:00:00,07:00:00
Bengaluru (Bangalore),BMTC,5959,302-D KMT- SJHST,St Johns High School Thomas Cafe → KR Market,St Johns High School Thomas Cafe,KR Market,1,1,11,08:00:00,08:00:00
Bengaluru (Bangalore),BMTC,5965,D14-RTN GGN,Depot-14 RT Nagara → RT Nagara Police Station,Depot-14 RT Nagara,RT Nagara Police Station,0,6,2,06:20:00,14:30:00
Bengaluru (Bangalore),BMTC,5966,SBS-13K,Shivajinagara Bus Station - Platform 4 → Kadugodi Bus Station,Shivajinagara Bus Station - Platform 4,Kadugodi Bus Station,0,11,31,09:00:00,17:15:00
Bengaluru (Bangalore),BMTC,5966,SBS-13K,Kadugodi Bus Station → Shivajinagara Bus Station - Platform 4,Kadugodi Bus Station,Shivajinagara Bus Station - Platform 4,1,8,32,08:35:00,15:40:00
Bengaluru (Bangalore),BMTC,5970,342-F KBS-PESCK,Kempegowda Bus Station → PES College Hostel Kasavanahalli,Kempegowda Bus Station,PES College Hostel Kasavanahalli,0,1,28,05:40:00,05:40:00
Bengaluru (Bangalore),BMTC,5973,288-G KBS-VSD-KDHCBC,Kodigehalli Canara Bank Colony → Kempegowda Bus Station,Kodigehalli Canara Bank Colony,Kempegowda Bus Station,1,1,21,09:00:00,09:00:00
Bengaluru (Bangalore),BMTC,5976,284 KMT-KVRY,Kendriya Vihara Yelahanka → KR Market,Kendriya Vihara Yelahanka,KR Market,1,1,27,15:35:00,15:35:00
Bengaluru (Bangalore),BMTC,5979,361-B D38G-CHD,Depot-38 Gate → Chikka Hagade,Depot-38 Gate,Chikka Hagade,0,1,22,07:41:00,07:41:00
Bengaluru (Bangalore),BMTC,5984,360-S D38G-ANK-RMH,Depot-38 Gate → Rachammanahalli,Depot-38 Gate,Rachammanahalli,0,1,35,06:51:00,06:51:00
Bengaluru (Bangalore),BMTC,5985,BC-7H D31G-8MYL,Depot-31 Gate → 8th Mile Dasarahalli,Depot-31 Gate,8th Mile Dasarahalli,0,2,28,14:01:00,14:26:00
Bengaluru (Bangalore),BMTC,5989,238-U KBS-DPJN,Kempegowda Bus Station - Platform 3 → Deepanjalinagara,Kempegowda Bus Station - Platform 3,Deepanjalinagara,0,2,15,11:05:00,11:25:00
Bengaluru (Bangalore),BMTC,5989,238-U KBS-DPJN,Deepanjalinagara → Kempegowda Bus Station - Platform 3,Deepanjalinagara,Kempegowda Bus Station - Platform 3,1,4,16,06:31:00,15:06:00
Bengaluru (Bangalore),BMTC,5990,238-U KBS-CLO,Kempegowda Bus Station - Platform 3 → Chandra Layout,Kempegowda Bus Station - Platform 3,Chandra Layout,0,2,19,10:50:00,18:35:00
Bengaluru (Bangalore),BMTC,5990,238-U KBS-CLO,Chandra Layout → Kempegowda Bus Station - Platform 3,Chandra Layout,Kempegowda Bus Station - Platform 3,1,1,19,14:36:00,14:36:00
Bengaluru (Bangalore),BMTC,5992,238-U KBS-SMH,Kempegowda Bus Station - Platform 3 → Summanahalli,Kempegowda Bus Station - Platform 3,Summanahalli,0,1,32,10:35:00,10:35:00
Bengaluru (Bangalore),BMTC,5993,222-A KBS-DPJN,Kempegowda Bus Station - Platform 5 → Deepanjalinagara,Kempegowda Bus Station - Platform 5,Deepanjalinagara,0,1,10,11:55:00,11:55:00
Bengaluru (Bangalore),BMTC,5993,222-A KBS-DPJN,Deepanjalinagara → Kempegowda Bus Station - Platform 5,Deepanjalinagara,Kempegowda Bus Station - Platform 5,1,3,7,07:46:00,14:46:00
Bengaluru (Bangalore),BMTC,5994,243-L D31-HRH-LDH,Depot-31 Gate → Lingadeeranahalli,Depot-31 Gate,Lingadeeranahalli,0,1,12,08:16:00,08:16:00
Bengaluru (Bangalore),BMTC,5998,372-A,KR Market (Kalasipalya) - Platform 4 → Chikkanahalli,KR Market (Kalasipalya) - Platform 4,Chikkanahalli,0,3,58,05:55:00,19:30:00
Bengaluru (Bangalore),BMTC,5998,372-A,Chikkanahalli → KR Market (Kalasipalya) - Platform 4,Chikkanahalli,KR Market (Kalasipalya) - Platform 4,1,3,56,04:00:00,17:00:00
Bengaluru (Bangalore),BMTC,5999,VV-EXP 298MN,Kempegowda Bus Station → Chikkaballapura Bus Stand,Kempegowda Bus Station,Chikkaballapura Bus Stand,0,44,59,07:15:00,22:15:00
Bengaluru (Bangalore),BMTC,5999,VV-EXP 298MN,Chikkaballapura Bus Stand → Kempegowda Bus Station,Chikkaballapura Bus Stand,Kempegowda Bus Station,1,41,55,06:00:00,19:50:00
Bengaluru (Bangalore),BMTC,6000,D12G-ACP-MNLO,Muneshwara Layout → Depot-12 Gate,Muneshwara Layout,Depot-12 Gate,1,1,10,16:00:00,16:00:00
Bengaluru (Bangalore),BMTC,6000,D12G-ACP-MNLO,Depot-12 Gate → Muneshwara Layout,Depot-12 Gate,Muneshwara Layout,0,1,11,07:41:00,07:41:00
Bengaluru (Bangalore),BMTC,6010,399-F D27G-ANK-HSK,Hosakote Bus Stand (Old) → Depot-27 Gate,Hosakote Bus Stand (Old),Depot-27 Gate,1,1,96,10:35:00,10:35:00
Bengaluru (Bangalore),BMTC,6010,399-F D27G-ANK-HSK,Depot-27 Gate → Hosakote Bus Stand (Old),Depot-27 Gate,Hosakote Bus Stand (Old),0,1,95,14:30:00,14:30:00
Bengaluru (Bangalore),BMTC,6012,402-D,Yelahanka 5th Phase → Kempegowda Bus Station,Yelahanka 5th Phase,Kempegowda Bus Station,1,1,28,05:15:00,05:15:00
Bengaluru (Bangalore),BMTC,6012,402-D,Kempegowda Bus Station → Yelahanka 5th Phase,Kempegowda Bus Station,Yelahanka 5th Phase,0,1,26,20:45:00,20:45:00
Bengaluru (Bangalore),BMTC,6023,201-G  BSK-HAL ARDC,HAL ARDC → Banashankari Bus Station,HAL ARDC,Banashankari Bus Station,1,2,29,06:55:00,07:05:00
Bengaluru (Bangalore),BMTC,6023,201-G  BSK-HAL ARDC,Banashankari Bus Station → HAL ARDC,Banashankari Bus Station,HAL ARDC,0,2,30,13:05:00,13:25:00
Bengaluru (Bangalore),BMTC,6026,MF-8,Cubbon Park Metro Station → Cubbon Park Metro Station,Cubbon Park Metro Station,Cubbon Park Metro Station,0,23,8,07:25:00,18:10:00
Bengaluru (Bangalore),BMTC,6028,227-M,Veeregowdana doddy → Kengeri Bus Station - Platform 3,Veeregowdana doddy,Kengeri Bus Station - Platform 3,1,2,44,06:00:00,10:00:00
Bengaluru (Bangalore),BMTC,6028,227-M,Kengeri Bus Station - Platform 3 → Veeregowdana doddy,Kengeri Bus Station - Platform 3,Veeregowdana doddy,0,2,46,07:40:00,19:45:00
Bengaluru (Bangalore),BMTC,6030,D47G-MRSD,Marasandra → Depot-47 Gate,Marasandra,Depot-47 Gate,1,3,5,10:55:00,18:20:00
Bengaluru (Bangalore),BMTC,6030,D47G-MRSD,Depot-47 Gate → Marasandra,Depot-47 Gate,Marasandra,0,5,5,06:46:00,12:51:00
Bengaluru (Bangalore),BMTC,6031,411-A CSB-MVW-HALNPS,HAL New Public School → Central Silk Board,HAL New Public School,Central Silk Board,1,1,20,07:35:00,07:35:00
